"";"Company";"Year";"DateFactor";"AmihudMin";"Amihud1stQ";"AmihudMed";"AmihudMean";"Amihud3rdQ";"AmihudMax";"BidAskMin";"BidAsk1stQ";"BidAskMed";"BidAskMean";"BidAsk3rdQ";"BidAskMax";"AmihudV2Min";"AmihudV21stQ";"AmihudV2Med";"AmihudV2Mean";"AmihudV23rdQ";"AmihudV2Max";"CSR";"BusinessType";"NationCode";"NationFactor";"LegalOrigin";"LegalOriginCode";"Aktienkurs";"BidKurs";"AskKurs";"HandelsvolumenTsd";"TotalAssests";"ROEin";"MarketBeta";"MTB";"DividendeproAktieDPS";"dividendyield";"Marktkapitalisierung";"AnzahlausstehenderAktien";"NetIncome";"OperatingIncome";"EBIT";"EBITDA";"LeverageRatioTotalDebtCommonEquity";"TotalDebt";"SolvencyRatio";"Asset4CSR";"TGwennMutterauchinListe1";"ROA";"M1";"Handelsvolumen";"DollarVolume";"DebtRatio";"LogTotalAssets";"LogMarktkapitalisierung";"DividendBinary";"BidAskMean_Annual";"AktienkursVorjahr";"Kursrendite";"AmihudMean_Annual";"Aktienrendite";"Turnover";"logAktienkurs";"ReturnVolatility";"AmihudMean6";"LegalDummy_Binary";"LegalDummy_English";"LegalDummy_German";"LegalDummy_French";"LegalDummy_Scand";"LegalDummy_Soc";"CSR_Lag1";"CSR_Lag2";"CSR_Lag3";"CSR_Lag4";"Asset4CSR_Lag1";"Asset4CSR_Lag2";"Asset4CSR_Lag3";"Asset4CSR_Lag4";"Turnover_Lag1";"YearDummy_08";"YearDummy_09";"BComposite";"BLife";"BNonLife"
"DirectLineIn-2007";"DhipayaInsur";2007;"2007-01-01";-0,0493;-0,000134;0;-0,000587;0;0;0;0;0;0,00969;0,0194;0,0385;-0,000505;-1,34e-06;0;-5,97e-06;0;0;7;"Non-Life";764;"THAILAND";"English";1;0,51;0,51;0,51;5643,3;286714;16,03;0,161;1,58;0,036;6,78;154383;300000;15575;21617;21617;612;1,44;1400;864;NA;FALSE;0,0543224258320138;0,51;5643300;2878083;0,00488291468152933;19,4739957611926;18,8549470858662;TRUE;0;0,39;30,7692307692308;-1,06908196517085e-05;0,4;0,018811;-0,673344553263766;0,00796174170489962;-587;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
"DirectLineIn-2008";"DhipayaInsur";2008;"2008-01-01";-0,021;-0,000105;0;-0,000388;0;0;0;0;0,0183;0,0158;0,0206;0,162;-0,000213;-1,05e-06;0;-3,9e-06;0;0;9;"Non-Life";764;"THAILAND";"English";1;0,49;0,48;0,49;7598,1;280550;15,86;0,106;1,4;0,032;7,58;107001;300000;16087;22863;22070;631;1,44;1495;810;NA;FALSE;0,0573409374443058;0,485;7598100;3723069;0,00532881839244341;19,4522625201613;18,4883487381769;TRUE;0,0206185567010309;0,51;-3,92156862745099;-1,05331557446996e-06;0,0235294117647058;0,025327;-0,713349887877465;0,00754966591782298;-388;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;FALSE;TRUE
"DirectLineIn-2009";"DhipayaInsur";2009;"2009-01-01";-0,0724;-0,00026;0;-0,00258;0;0;0;0;0,0235;0,0178;0,026;0,244;-0,00075;-2,61e-06;0;-2,64e-05;0;0;10;"Non-Life";764;"THAILAND";"English";1;0,42;0,41;0,42;4528,8;419159;15,01;0,354;1,14;0,035;7,64;121711;300000;16107;22129;NA;1;1,06;1181;611;NA;FALSE;0,0384269453834941;0,415;4528800;1902096;0,00281754656347591;19,8537608808443;18,6171599400687;TRUE;0,0240963855421687;0,49;-14,2857142857143;-7,51048350835361e-06;-0,0714285714285714;0,015096;-0,867500567704723;0,00547238061561163;-2580;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;FALSE;FALSE;TRUE
"DirectLineIn-2010";"DhipayaInsur";2010;"2010-01-01";-0,0493;-0,000116;0;-0,000658;0;0;0;0;0,0148;0,0114;0,0215;0,0594;-0,000505;-1,16e-06;0;-6,66e-06;0;0;10;"Non-Life";764;"THAILAND";"English";1;0,59;0,59;0,59;3945,9;696824;14,97;-0,224;1,44;0,056;6,45;222011;300000;18195;25707;24802;727;0,44;548;167;NA;FALSE;0,0261113279680378;0,59;3945900;2328081;0,000786425266638348;20,3620434260782;19,2182374881586;TRUE;0;0,42;40,4761904761905;-1,7385923693992e-05;0,538095238095238;0,013153;-0,527632742082372;0,00777160716866755;-658;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;FALSE;FALSE;TRUE
"DirectLineIn-2011";"DhipayaInsur";2011;"2011-01-01";-0,0253;-0,000102;-2,23e-05;-0,000365;0;0;0;0;0,0118;0,01;0,0131;0,0588;-0,000256;-1,02e-06;-2,23e-07;-3,68e-06;0;0;11;"Non-Life";764;"THAILAND";"English";1;0,86;0,84;0,87;10656,1;1319880;1;0,2;2,37;0,034;6,8;195040;300000;1200;13498;10887;226;0;0;1484;NA;FALSE;0,000909173561232839;0,855;10656100;9164246;0;21,0008066603213;19,0887152236972;TRUE;0,0350877192982456;0,59;45,7627118644068;-4,99360204917211e-06;0,515254237288136;0,0355203333333333;-0,150822889734584;0,0184643597487858;-365;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;FALSE;FALSE;TRUE
"DirectLineIn-2012";"DhipayaInsur";2012;"2012-01-01";-0,00227;-2,58e-05;-5,28e-06;-4,87e-05;0;0;0;0;0,0113;0,00886;0,0144;0,0438;-2,28e-05;-2,58e-07;-5,28e-08;-4,88e-07;0;0;13;"Non-Life";764;"THAILAND";"English";1;0,82;0,81;0,82;17899,2;1732416;7,88;-0,156;2,21;0,016;3,92;261893;300000;8478;16872;13675;366;0;0;948;NA;FALSE;0,00489374376593151;0,815;17899200;14677344;0;21,2727828030044;19,3834465813621;TRUE;0,0122699386503066;0,86;-4,65116279069768;-3,16893986578346e-07;-0,0279069767441861;0,059664;-0,198450938723838;0,0222312684210462;-48,7;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;FALSE;FALSE;TRUE
"DirectLineIn-2013";"DhipayaInsur";2013;"2013-01-01";-0,000193;-2,05e-05;-6,05e-06;-1,53e-05;-5,98e-07;0;0;0,00697;0,00995;0,00993;0,0107;0,0426;-1,93e-06;-2,05e-07;-6,05e-08;-1,53e-07;-5,98e-09;0;16;"Non-Life";764;"THAILAND";"English";1;1,05;1,04;1,05;103043,8;1578211;29,18;3,607;2,25;0,047;1,49;281955;300000;36173;48321;NA;1;123,84;172998;1235;NA;FALSE;0,0229202559100146;1,045;103043800;108195990;0,10961652149174;21,1795577639927;19,4572580417009;TRUE;0,00956937799043063;0,82;28,0487804878049;-2,59240447479138e-07;0,337804878048781;0,343479333333333;0,048790164169432;0,038600441778707;-15,3;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;20;NA;NA;48.44;NA;NA;NA;NA;NA;TRUE;TRUE;FALSE;FALSE;TRUE
"DirectLineIn-2014";"DhipayaInsur";2014;"2014-01-01";-0,000136;-9,66e-06;-4,68e-06;-1,09e-05;0;0;0;0,00738;0,00823;0,00812;0,00922;0,0317;-1,36e-06;-9,66e-08;-4,68e-08;-1,09e-07;0;0;14;"Non-Life";764;"THAILAND";"English";1;1,39;1,39;1,39;35422,1;1563563;27,25;-0,68;2,5;0,07;3,37;345178;300000;42218;58986;NA;1;133,01;222123;1388;NA;FALSE;0,0270011505772393;1,39;35422100;49236719;0,142062072330952;21,1702330282621;19,6595707839723;TRUE;0;1,05;32,3809523809524;-6,57658397754349e-07;0,39047619047619;0,118073666666667;0,3293037471426;0,0211888064137973;-10,9;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;20;20;NA;59.94;48.44;NA;NA;NA;0.581655747599131;TRUE;TRUE;FALSE;FALSE;TRUE
"DirectLineIn-2015";"DhipayaInsur";2015;"2015-01-01";-8,2e-05;-1,37e-05;-5,35e-06;-9,44e-06;0;0;0;0,00813;0,00881;0,00743;0,0093;0,0264;-8,2e-07;-1,37e-07;-5,35e-08;-9,44e-08;0;0;12;"Non-Life";764;"THAILAND";"English";1;1,07;1,07;1,08;35159;1206105;26,61;0,046;1,97;0,07;5,88;315479;300000;41679;52840;NA;1;94,67;155009;62;NA;FALSE;0,0345566928252515;1,075;35159000;37620130;0,128520319541002;20,9106619961381;19,569602676716;TRUE;0,00930232558139536;1,39;-23,0215827338129;-6,11948329064333e-07;-0,179856115107914;0,117196666666667;0,0676586484738149;0,012886408899899;-9,44;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;20;20;20;64.12;59.94;48.44;NA;NA;0.938083444048168;TRUE;TRUE;FALSE;FALSE;TRUE
"DiscoveryLtd-2005";"DirectLineIn";2005;"2005-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";826;"UNITED KINGDOM";"English";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,07;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
"DiscoveryLtd-2006";"DirectLineIn";2006;"2006-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";826;"UNITED KINGDOM";"English";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;0.128520706491185;FALSE;FALSE;FALSE;FALSE;TRUE
"DiscoveryLtd-2007";"DirectLineIn";2007;"2007-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";826;"UNITED KINGDOM";"English";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;NA;NA;NA;NA;NA;NA;NA;0.134470219870197;FALSE;FALSE;FALSE;FALSE;TRUE
"DiscoveryLtd-2008";"DirectLineIn";2008;"2008-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";826;"UNITED KINGDOM";"English";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;24;1;NA;NA;NA;NA;NA;NA;0.152343809300056;TRUE;FALSE;FALSE;FALSE;TRUE
"DiscoveryLtd-2009";"DirectLineIn";2009;"2009-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";826;"UNITED KINGDOM";"English";1;NA;NA;NA;NA;20885700;NA;NA;NA;0;NA;NA;1375000;219735;12547;225513;768;8,58;470837;NA;NA;TRUE;0,0105208348295724;NA;NA;NA;0,0225435106316762;23,762330551212;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;27;24;1;NA;NA;NA;NA;NA;0.501433553715472;TRUE;TRUE;FALSE;FALSE;TRUE
"DiscoveryLtd-2010";"DirectLineIn";2010;"2010-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";826;"UNITED KINGDOM";"English";1;NA;NA;NA;NA;20372670;-8,31;NA;NA;0;NA;NA;1375000;-421594;-539436;-582076;62;10,15;507185;NA;NA;TRUE;-0,0206940965519002;NA;NA;NA;0,0248953622671942;23,737460133706;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;30;27;24;NA;NA;NA;NA;1;0.501632765494197;TRUE;TRUE;FALSE;FALSE;TRUE
"DiscoveryLtd-2011";"DirectLineIn";2011;"2011-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";826;"UNITED KINGDOM";"English";1;NA;NA;NA;NA;21444836;7,28;NA;NA;0;NA;NA;1375000;410701;624958;570033;1233;8,8;524344;604;NA;TRUE;0,0191515104149083;NA;NA;NA;0,0244508281620806;23,7887497074157;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;21;30;27;71.43;NA;NA;NA;24;0.544131249246171;TRUE;TRUE;FALSE;FALSE;TRUE
"DiscoveryLtd-2012";"DirectLineIn";2012;"2012-01-01";-2,87e-06;-1,96e-07;-1,16e-07;-1,8e-07;-1,56e-08;0;0;0,0031;0,00322;0,00446;0,00631;0,02;-2,87e-08;-1,96e-09;-1,16e-09;-1,8e-09;-1,56e-10;0;20;"Non-Life";826;"UNITED KINGDOM";"English";1;NA;NA;NA;NA;18387238;5,72;NA;NA;0,139;NA;5157088;1375000;292807;497755;441355;1112;31,02;1395558;491;48,44;TRUE;0,0159244689169738;NA;NA;NA;0,0758981854697263;23,6349226739621;22,3636379160542;TRUE;NA;NA;NA;NA;NA;NA;NA;0,0453179932054253;-0,18;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;30;21;30;68.76;71.43;NA;NA;27;0.418522633435928;TRUE;TRUE;FALSE;FALSE;TRUE
